date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2026-03-20 00:00:00+00:00,2026,3,20,port977,Port Sudan,Sudan,SDN,0,1,0,0,0,1,1,0,693,0,0,0,693,693,0,0,0,0,0,0,0
2026-03-20 00:00:00+00:00,2026,3,20,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-20 00:00:00+00:00,2026,3,20,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-19 00:00:00+00:00,2026,3,19,port977,Port Sudan,Sudan,SDN,2,0,1,0,0,3,3,8556,0,2739,0,0,11295,11295,1931,0,756,0,0,2687,2687
2026-03-19 00:00:00+00:00,2026,3,19,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-19 00:00:00+00:00,2026,3,19,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-18 00:00:00+00:00,2026,3,18,port977,Port Sudan,Sudan,SDN,1,1,1,0,0,3,3,3216,29038,2739,0,0,34995,34995,0,1650,756,0,0,2406,2406
2026-03-18 00:00:00+00:00,2026,3,18,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-18 00:00:00+00:00,2026,3,18,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-17 00:00:00+00:00,2026,3,17,port977,Port Sudan,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-17 00:00:00+00:00,2026,3,17,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-17 00:00:00+00:00,2026,3,17,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-16 00:00:00+00:00,2026,3,16,port977,Port Sudan,Sudan,SDN,0,0,0,0,1,0,1,0,0,0,0,5788,0,5788,0,0,0,0,877,0,877
2026-03-16 00:00:00+00:00,2026,3,16,port1172,Suakin,Sudan,SDN,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-16 00:00:00+00:00,2026,3,16,port2225,Bashayer,Sudan,SDN,0,1,0,0,0,1,1,0,15171,0,0,0,15171,15171,0,5724,0,0,0,5724,5724
2026-03-15 00:00:00+00:00,2026,3,15,port977,Port Sudan,Sudan,SDN,0,0,1,0,0,1,1,0,0,2739,0,0,2739,2739,0,0,756,0,0,756,756
2026-03-15 00:00:00+00:00,2026,3,15,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-15 00:00:00+00:00,2026,3,15,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-14 00:00:00+00:00,2026,3,14,port977,Port Sudan,Sudan,SDN,1,0,0,0,0,1,1,4278,0,0,0,0,4278,4278,965,0,0,0,0,965,965
2026-03-14 00:00:00+00:00,2026,3,14,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-14 00:00:00+00:00,2026,3,14,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-13 00:00:00+00:00,2026,3,13,port977,Port Sudan,Sudan,SDN,0,0,1,0,0,1,1,0,0,2739,0,0,2739,2739,0,0,756,0,0,756,756
2026-03-13 00:00:00+00:00,2026,3,13,port1172,Suakin,Sudan,SDN,0,0,0,1,0,1,1,0,0,0,643,0,643,643,0,0,0,76,0,76,76
2026-03-13 00:00:00+00:00,2026,3,13,port2225,Bashayer,Sudan,SDN,1,1,1,0,1,3,4,2809,15171,1337,0,8387,19318,27706,0,5724,104,0,63500,5828,69329
2026-03-12 00:00:00+00:00,2026,3,12,port977,Port Sudan,Sudan,SDN,1,1,0,0,1,2,3,4278,7714,0,0,23634,11992,35626,965,0,0,0,587,965,1552
2026-03-12 00:00:00+00:00,2026,3,12,port1172,Suakin,Sudan,SDN,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-12 00:00:00+00:00,2026,3,12,port2225,Bashayer,Sudan,SDN,0,1,4,1,6,6,12,0,15171,5349,337,71470,20858,92329,0,5724,416,0,369471,6141,375612
2026-03-11 00:00:00+00:00,2026,3,11,port977,Port Sudan,Sudan,SDN,1,1,0,1,0,3,3,1335,29038,0,642,0,31016,31016,145,1650,0,0,0,1795,1795
2026-03-11 00:00:00+00:00,2026,3,11,port1172,Suakin,Sudan,SDN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-11 00:00:00+00:00,2026,3,11,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-10 00:00:00+00:00,2026,3,10,port977,Port Sudan,Sudan,SDN,1,0,0,0,0,1,1,5068,0,0,0,0,5068,5068,0,0,0,0,0,0,0
2026-03-10 00:00:00+00:00,2026,3,10,port1172,Suakin,Sudan,SDN,0,0,2,1,0,3,3,0,0,224,0,0,224,224,0,0,514,0,0,514,514
2026-03-10 00:00:00+00:00,2026,3,10,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 00:00:00+00:00,2026,3,9,port977,Port Sudan,Sudan,SDN,1,0,0,0,0,1,1,4278,0,0,0,0,4278,4278,965,0,0,0,0,965,965
2026-03-09 00:00:00+00:00,2026,3,9,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 00:00:00+00:00,2026,3,9,port2225,Bashayer,Sudan,SDN,1,1,3,0,4,5,9,0,15171,2964,0,50387,18135,68523,1920,5724,208,0,225587,7852,233440
2026-03-08 00:00:00+00:00,2026,3,8,port977,Port Sudan,Sudan,SDN,2,1,0,0,0,3,3,7711,67873,0,0,0,75585,75585,965,0,0,0,0,965,965
2026-03-08 00:00:00+00:00,2026,3,8,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-08 00:00:00+00:00,2026,3,8,port2225,Bashayer,Sudan,SDN,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,99779,0,99779
2026-03-07 00:00:00+00:00,2026,3,7,port977,Port Sudan,Sudan,SDN,0,1,0,0,0,1,1,0,25495,0,0,0,25495,25495,0,0,0,0,0,0,0
2026-03-07 00:00:00+00:00,2026,3,7,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-07 00:00:00+00:00,2026,3,7,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06 00:00:00+00:00,2026,3,6,port977,Port Sudan,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06 00:00:00+00:00,2026,3,6,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-06 00:00:00+00:00,2026,3,6,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-05 00:00:00+00:00,2026,3,5,port977,Port Sudan,Sudan,SDN,2,0,1,0,0,3,3,6378,0,2739,0,0,9118,9118,1034,0,756,0,0,1790,1790
2026-03-05 00:00:00+00:00,2026,3,5,port1172,Suakin,Sudan,SDN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-05 00:00:00+00:00,2026,3,5,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-04 00:00:00+00:00,2026,3,4,port977,Port Sudan,Sudan,SDN,0,0,0,0,1,0,1,0,0,0,0,28566,0,28566,0,0,0,0,102,0,102
2026-03-04 00:00:00+00:00,2026,3,4,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-04 00:00:00+00:00,2026,3,4,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-03 00:00:00+00:00,2026,3,3,port977,Port Sudan,Sudan,SDN,1,0,0,0,0,1,1,2100,0,0,0,0,2100,2100,69,0,0,0,0,69,69
2026-03-03 00:00:00+00:00,2026,3,3,port1172,Suakin,Sudan,SDN,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-03 00:00:00+00:00,2026,3,3,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-02 00:00:00+00:00,2026,3,2,port977,Port Sudan,Sudan,SDN,2,1,1,0,0,4,4,8606,25495,2739,0,0,36842,36842,145,0,756,0,0,901,901
2026-03-02 00:00:00+00:00,2026,3,2,port1172,Suakin,Sudan,SDN,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,164,0,0,164,164
2026-03-02 00:00:00+00:00,2026,3,2,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-01 00:00:00+00:00,2026,3,1,port977,Port Sudan,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-01 00:00:00+00:00,2026,3,1,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-01 00:00:00+00:00,2026,3,1,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-28 00:00:00+00:00,2026,2,28,port977,Port Sudan,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-28 00:00:00+00:00,2026,2,28,port1172,Suakin,Sudan,SDN,1,0,2,0,0,3,3,0,0,224,0,0,224,224,0,0,514,0,0,514,514
2026-02-28 00:00:00+00:00,2026,2,28,port2225,Bashayer,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-27 00:00:00+00:00,2026,2,27,port977,Port Sudan,Sudan,SDN,2,1,0,0,0,3,3,8556,5125,0,0,0,13682,13682,1931,0,0,0,0,1931,1931
2026-02-27 00:00:00+00:00,2026,2,27,port1172,Suakin,Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-27 00:00:00+00:00,2026,2,27,port2225,Bashayer,Sudan,SDN,0,0,0,0,1,0,1,0,0,0,0,1770,0,1770,0,0,0,0,1799,0,1799
2026-02-26 00:00:00+00:00,2026,2,26,port977,Port Sudan,Sudan,SDN,0,0,0,0,1,0,1,0,0,0,0,5788,0,5788,0,0,0,0,877,0,877
